Compound,Label,struct_file_path,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,ewald_energy_per_atom,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,minimum neighbor distance variation,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,gii,struct_ordered,struct_disordered,max_mm_dists,min_mm_dists,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
Nd(P3Os)4,0,../data/Structures/Metals/NdOs4P12_CollCode_645670.cif,15.0,76.0,61.0,32.0,24.0,15.0,19.0,83.0,64.0,73.11764705882354,13.951557093425603,83.0,30.973762,190.23,159.256238,75.10865552941175,62.30808498269895,30.973762,317.3,3306.0,2988.7,1077.9764705882353,1073.8961937716265,317.3,3.0,15.0,12.0,12.647058823529411,3.3217993079584778,15.0,3.0,6.0,3.0,3.8823529411764706,1.245674740484429,3.0,107.0,201.0,94.0,121.23529411764706,20.096885813148788,107.0,1.14,2.2,1.0600000000000003,2.1305882352941174,0.11653979238754343,2.19,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.1176470588235294,1.245674740484429,3.0,0.0,6.0,6.0,1.411764705882353,2.15916955017301,0.0,0.0,14.0,14.0,3.5294117647058822,4.982698961937716,0.0,5.0,22.0,17.0,9.058823529411764,6.0899653979238755,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.1176470588235294,1.245674740484429,3.0,0.0,4.0,4.0,0.9411764705882353,1.4394463667820068,0.0,0.0,10.0,10.0,0.5882352941176471,1.107266435986159,0.0,3.0,10.0,7.0,3.6470588235294117,0.9134948096885813,3.0,14.09,34.81,20.720000000000002,21.294873949552944,3.3905289174366775,22.5702380952,0.0,1.625,1.625,1.1470588235294117,0.6747404844290658,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,192.0,58.470588235294116,79.72318339100346,2.0,-3.0,5.0,8.0,4.183300132670378,-93.46206062278128,0.034159889063222225,1.219272133221793,0.9274102357406528,0.029885898528003073,0.14650906743396838,0.1166231689059653,0.11451229214546493,0.045171918054357676,0.06432640822212135,,1.0,0.0,4.0319,4.0319,4.0319,2.3624319312660003,2.362431931265999,2.362431931265999,3.2387979404990372,2.2739916,2.8857011724735506,-69.3040792708704,24.508690351898952,102.02,168.7,63.10856965698553,-5.119991942102777,15.421986772178593
Pr(P3Os)4,0,../data/Structures/Metals/PrOs4P12_CollCode_189923.cif,15.0,76.0,61.0,31.941176470588236,23.91695501730104,15.0,17.0,83.0,66.0,73.0,14.117647058823529,83.0,30.973762,190.23,159.256238,74.91251729411765,62.03118394463668,30.973762,317.3,3306.0,2988.7,1072.6823529411763,1066.4221453287196,317.3,3.0,15.0,12.0,12.647058823529411,3.3217993079584778,15.0,3.0,6.0,3.0,3.8823529411764706,1.245674740484429,3.0,107.0,203.0,96.0,121.3529411764706,20.262975778546714,107.0,1.13,2.2,1.0700000000000003,2.13,0.11764705882352952,2.19,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.1176470588235294,1.245674740484429,3.0,0.0,6.0,6.0,1.411764705882353,2.15916955017301,0.0,0.0,14.0,14.0,3.4705882352941178,4.955017301038062,0.0,5.0,22.0,17.0,9.0,6.117647058823529,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.1176470588235294,1.245674740484429,3.0,0.0,4.0,4.0,0.9411764705882353,1.4394463667820068,0.0,0.0,11.0,11.0,0.6470588235294118,1.217993079584775,0.0,3.0,11.0,8.0,3.7058823529411766,0.9965397923875433,3.0,14.09,35.675,21.584999999999997,21.34575630249412,3.4144735541148776,22.5702380952,0.0,1.625,1.625,1.1470588235294117,0.6747404844290658,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,192.0,58.470588235294116,79.72318339100346,2.0,-3.0,5.0,8.0,4.183300132670378,-93.86318919282432,0.0357967325090041,1.213205468838179,0.9239319434183662,0.029718844365168015,0.14575149139866161,0.1160326470334936,0.11355799204508725,0.045449646146222454,0.06760551271365249,,1.0,0.0,4.04,4.039999999999999,4.039999999999999,2.361746405448309,2.361746405448306,2.3617464054483075,3.2660223561071966,2.3073247999999995,2.901500113342774,-69.30018334728155,24.849361157274544,102.02,168.7,63.1157301980198,-4.7849862857929,15.51512094117647
Tm(SiNi)2,0,../data/Structures/Metals/TmNi2Si2_CollCode_76719.cif,14.0,69.0,55.0,30.6,15.36,14.0,37.0,78.0,41.0,63.0,12.0,61.0,28.0855,168.93421,140.84871,68.498402,40.1743232,28.0855,1687.0,1818.0,131.0,1729.6,35.35999999999994,1687.0,3.0,14.0,11.0,10.2,3.04,10.0,3.0,6.0,3.0,4.0,0.8,3.0,111.0,190.0,79.0,132.0,23.2,111.0,1.25,1.91,0.6599999999999999,1.7739999999999998,0.20960000000000006,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,8.0,8.0,3.2,3.8400000000000007,0.0,0.0,13.0,13.0,2.6,4.16,0.0,4.0,15.0,11.0,8.6,3.6799999999999997,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.6,1.9200000000000004,0.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,4.0,3.0,2.6,1.12,2.0,10.32,29.78,19.46,18.259999999999998,6.352000000000001,10.32,0.0,0.773,0.773,0.30920000000000003,0.37104000000000004,0.0,0.0,0.5953947,0.5953947,0.23815788000000002,0.285789456,0.0,194.0,227.0,33.0,219.6,10.240000000000004,225.0,-4.0,3.0,7.0,3.872983346207417,0.0,0.07487660980019481,1.1871915245004874,0.9423844037587105,0.032722778785199,0.1677378052073668,0.1350150264221678,0.13508718398401248,0.04094576207952534,0.15635762832278824,0.0,1.0,0.0,2.7725656890324526,2.7725656890324526,2.7725656890324526,2.1794183283619506,2.17941832836195,2.17941832836195,3.3633817059620212,2.856,3.109690852981011,,,,,,,14.636277431999996
Sr3Zr2O7,1,../data/Structures/Insulators/Sr3Zr2O7_CollCode_12979.cif,8.0,40.0,32.0,20.833333333333332,14.972222222222223,8.0,8.0,87.0,79.0,60.083333333333336,31.402777777777782,87.0,15.9994,91.224,75.22460000000001,46.44198333333333,35.51634722222222,15.9994,54.8,2128.0,2073.2,649.1333333333333,693.388888888889,54.8,2.0,16.0,14.0,10.5,6.416666666666667,16.0,2.0,5.0,3.0,3.25,1.4583333333333333,2.0,66.0,195.0,129.0,116.41666666666667,58.819444444444436,66.0,0.95,3.44,2.49,2.465833333333333,1.1365277777777778,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3333333333333335,1.9444444444444446,4.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.666666666666667,1.5555555555555554,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1666666666666667,0.9722222222222223,2.0,0.0,8.0,8.0,1.3333333333333333,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.5,1.8333333333333333,2.0,9.105,54.23,45.125,22.734583333333333,15.901180555555555,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,95.58333333333333,97.51388888888887,12.0,-2.0,4.0,6.0,3.246010684802756,-31.943302804126958,0.06635714964372279,1.0770868332280048,0.8009285510688318,0.006521210447683014,0.13315968201221431,0.1266384715645313,0.09707714157738832,0.03773032304488646,0.1443776241022936,0.17762602096540508,1.0,0.0,4.1557188499999995,4.102250535341044,4.128984692670522,2.108883990050652,2.0710867711518444,2.0887379894284943,3.7109446238437673,2.921177499001677,3.1223310011954224,-42.07480411426208,23.202330220870607,34.41836,80.348,42.442184591031975,16.254010854462823,14.738759653488676
Cd2Ru2O7,1,../data/Structures/Insulators/Cd2Ru2O7_CollCode_86773.cif,8.0,48.0,40.0,21.818181818181817,17.58677685950413,8.0,56.0,87.0,31.0,78.27272727272727,11.107438016528928,87.0,15.9994,112.411,96.4116,48.99616363636364,41.99588099173554,15.9994,54.8,2607.0,2552.2,616.9127272727274,723.6680991735539,54.8,8.0,16.0,8.0,13.818181818181818,2.7768595041322315,16.0,2.0,5.0,3.0,3.090909090909091,1.3884297520661157,2.0,66.0,146.0,80.0,94.72727272727273,36.56198347107438,66.0,1.69,3.44,1.75,2.8963636363636365,0.6919008264462808,3.44,1.0,2.0,1.0,1.8181818181818181,0.29752066115702486,2.0,0.0,4.0,4.0,2.5454545454545454,1.8512396694214877,4.0,0.0,10.0,10.0,3.090909090909091,3.9338842975206614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,7.454545454545454,1.8512396694214877,6.0,0.0,1.0,1.0,0.18181818181818182,0.29752066115702475,0.0,0.0,2.0,2.0,1.2727272727272727,0.9256198347107438,2.0,0.0,3.0,3.0,0.5454545454545454,0.8925619834710744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.7272727272727273,2.0,9.105,19.495,10.39,11.795,3.4236363636363634,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,78.18181818181819,84.23140495867769,12.0,-2.0,5.0,7.0,3.8446391248074248,-44.59496070650767,0.07277321509923952,1.0765093627597255,0.799873658477091,1.923850175543475e-17,0.19872532886831185,0.19872532886831182,0.09495655265050051,0.043905183087721844,0.14367487452123193,0.3400251780147706,1.0,0.0,3.581142293319271,3.5811422933192687,3.5811422933192696,1.9236131079551222,1.9236131079551184,1.9236131079551206,3.6251542418387896,2.6545463579948105,3.032030870605333,-52.217286064707125,27.150777681526,59.0,76.0,12.979034391662406,5.171516888790909,11.80910655328409
NdRhO3,1,../data/Structures/Insulators/NdRhO3_CollCode_172355.cif,8.0,60.0,52.0,25.8,21.360000000000003,8.0,19.0,87.0,68.0,67.8,23.04,87.0,15.9994,144.242,128.24259999999998,59.02914,51.635688,15.9994,54.8,2237.0,2182.2,739.08,821.1360000000001,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,201.0,135.0,108.2,50.64,66.0,1.14,3.44,2.3,2.748,0.8303999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,9.0,3.0,6.6,0.9599999999999997,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,3.8,2.4799999999999995,2.0,9.105,34.81,25.705000000000002,15.153,7.8628,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2.0,3.0,5.0,3.2732683535398857,-32.86809080008438,0.06256878569975718,1.0450421103700043,0.8435780357506069,0.012671889194622653,0.1582954612260476,0.14562357203142495,0.10090409428823433,0.04625109732376162,0.11243810912580225,0.11594693008956174,1.0,0.0,3.9366651940443194,3.88515,3.9109075970221596,2.0709421839222646,2.0331929831427367,2.0521842533011454,3.265917294828431,2.854093594657109,2.9464596274884487,-35.11342906774606,22.80998560108998,31.06,42.0,7.258079718640204,12.135855422299235,12.0143414771988
TbTiO3,1,../data/Structures/Insulators/TbTiO3_SD_0545949.cif,8.0,65.0,57.0,22.2,17.119999999999997,8.0,29.0,87.0,58.0,66.6,24.48,87.0,15.9994,158.92535,142.92595,50.95811,43.186896000000004,15.9994,54.8,1941.0,1886.2,746.88,830.4959999999999,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,194.0,128.0,110.4,53.279999999999994,66.0,1.21,3.44,2.23,2.614,0.9911999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,9.0,9.0,1.8,2.88,0.0,4.0,11.0,7.0,6.6,1.7599999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,8.0,6.0,3.8,2.16,2.0,9.105,31.7366666667,22.6316666667,15.14833333334,7.252000000007999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2.0,3.0,5.0,3.2732683535398857,-33.21144604332172,0.06526931518766507,1.0451622632881812,0.8368267120308371,0.0132070810137337,0.15716451842707235,0.14395743741333866,0.10176344014989476,0.04494506022821737,0.11670895735846232,0.17990347077601357,1.0,0.0,3.9136331266484343,3.826,3.869816563324217,2.0495789716245243,1.9965719081427142,2.023673672454198,3.2672606516432077,2.8091415610806654,2.91572660156545,-35.76435135576318,23.06611343670327,27.49171,43.26717,12.054443831825212,16.512339970381213,11.701462886400002
NiS,1,../data/Structures/Insulators/NiS_LT_CollCode_42493.cif,16.0,28.0,12.0,22.0,6.0,16.0,61.0,88.0,27.0,74.5,13.5,61.0,32.065,58.6934,26.6284,45.3792,13.3142,32.065,388.36,1728.0,1339.6399999999999,1058.18,669.8199999999999,388.36,10.0,16.0,6.0,13.0,3.0,10.0,3.0,4.0,1.0,3.5,0.5,3.0,105.0,124.0,19.0,114.5,9.5,105.0,1.91,2.58,0.6700000000000002,2.245,0.3350000000000001,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,10.32,25.786875,15.466874999999998,18.0534375,7.733437499999999,10.32,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.5953947,0.5953947,0.29769735,0.29769735,0.0,70.0,225.0,155.0,147.5,77.5,70.0,-2.0,2.0,4.0,2.8284271247461903,-20.66871059650358,0.02438127260527395,1.0243812726052741,0.9756187273947255,0.03944227845521883,0.1001448888566723,0.06070261040145347,0.06979358365594555,0.030351305200726594,0.054677414440388185,0.07027381242793929,1.0,0.0,3.445600000000001,2.702499999999999,3.1483600000000007,2.483283530722648,2.33159740713493,2.4074404689287894,3.445600000000001,3.3557253617263325,3.385683574484223,-20.41348625973194,20.922588100762866,18.168838,35.187,12.444463312429326,21.91190942639422,13.893000654279652
FeS2,1,../data/Structures/Insulators/FeS2_CollCode_316.cif,16.0,26.0,10.0,19.333333333333332,4.444444444444444,16.0,55.0,88.0,33.0,77.0,14.666666666666666,88.0,32.065,55.845,23.78,39.99166666666667,10.56888888888889,32.065,388.36,1811.0,1422.6399999999999,862.5733333333334,632.2844444444445,388.36,8.0,16.0,8.0,13.333333333333334,3.5555555555555554,16.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,105.0,132.0,27.0,114.0,12.0,105.0,1.83,2.58,0.75,2.33,0.3333333333333333,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,6.666666666666667,0.888888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,10.73,25.786875,15.056874999999998,20.767916666666665,6.691944444444444,25.786875,0.0,2.202,2.202,1.468,0.9786666666666667,2.202,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555557,0.0,70.0,229.0,159.0,123.0,70.66666666666667,70.0,-2.0,3.0,5.0,2.6457513110645907,-10.049876785333245,0.04886863725143043,1.0366514779385734,0.9266970441228544,0.025020065114446724,0.16408573115479438,0.13906566604034765,0.11773050914134514,0.061806962684598794,0.08000389218462717,,1.0,0.0,3.8382463189586984,3.838246318958698,3.838246318958698,2.2687081770246276,2.268708177024627,2.2687081770246276,3.0846856731419945,2.1616492077707776,2.85392655679919,-19.77445917268404,10.373477985288766,16.1992,30.651,10.700177825864344,12.327650985693131,13.327916822503413
Ca(FeO2)2,1,../data/Structures/Insulators/CaFe2O4_CollCode_291004.cif,8.0,26.0,18.0,14.857142857142858,7.836734693877552,8.0,7.0,87.0,80.0,66.42857142857143,23.51020408163265,87.0,15.9994,55.845,39.8456,30.823657142857144,16.942008163265307,15.9994,54.8,1811.0,1756.2,708.0285714285714,746.5469387755102,54.8,2.0,16.0,14.0,11.714285714285714,4.8979591836734695,16.0,2.0,4.0,2.0,2.857142857142857,0.979591836734694,2.0,66.0,176.0,110.0,100.57142857142857,39.51020408163265,66.0,1.0,3.44,2.44,2.6314285714285717,0.9240816326530611,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,6.0,6.0,1.7142857142857142,2.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,6.0,1.1428571428571428,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,4.0,4.0,1.1428571428571428,1.6326530612244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2857142857142856,0.9795918367346939,2.0,9.105,37.77,28.665000000000003,13.664285714285715,6.88734693877551,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6030465142857143,0.8614950204081632,0.0,12.0,229.0,217.0,104.42857142857143,105.63265306122449,12.0,-2.0,3.0,5.0,3.082207001484488,-31.392661811629946,0.06455927586616561,1.0716243691957934,0.8795041000994567,0.017020500836111407,0.1549900405578936,0.1379695397217822,0.09413523811017555,0.05139494733375666,0.10895397464938081,0.15177902605505644,1.0,0.0,3.6456383147573046,3.0174999999999996,3.37813155777626,2.0764251427336413,1.979739158968422,2.0407129479239914,3.445581736070958,2.6370059201209113,2.947160808586624,-34.27727408303232,23.81083637147612,30.651,54.91,19.99639217856899,12.670108519760142,10.623213200762498
LuFeO3,1,../data/Structures/Insulators/LuFeO3_CollCode_27285.cif,8.0,71.0,63.0,24.2,19.439999999999998,8.0,41.0,87.0,46.0,71.4,18.72,87.0,15.9994,174.9668,158.9674,55.762,47.71512,15.9994,54.8,1936.0,1881.2,782.28,872.976,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,187.0,121.0,103.4,44.88,66.0,1.27,3.44,2.17,2.684,0.9071999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.4,1.8399999999999999,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,17.0,11.0,8.6,3.3599999999999994,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.6,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.8,2.16,2.0,9.105,28.865,19.759999999999998,13.382,6.193199999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42258198,0.6752323280000001,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2.0,3.0,5.0,3.2732683535398857,-33.97153807935172,0.05843620307854419,1.0477890061419792,0.8539094923036391,0.010298260357073426,0.164623562945579,0.15432530258850558,0.10652792871684222,0.04857173635493135,0.10302171282990259,0.0745306393065263,1.0,0.0,3.806066801830993,3.782499999999999,3.798211201220662,2.023949495522247,1.997246761125111,2.0098007216097433,3.390330594385933,2.7789207117205117,2.9337410183452857,-35.658428742295484,23.634650528893708,30.651,54.91,20.467833780656463,13.766547961271975,10.93767028575
LaFeO3,1,../data/Structures/Insulators/LaFeO3_CollCode_78062.cif,8.0,57.0,49.0,21.4,16.080000000000002,8.0,13.0,87.0,74.0,65.8,25.44,87.0,15.9994,138.90547,122.90607000000001,48.549734,39.060400800000004,15.9994,54.8,1811.0,1756.2,633.6800000000001,694.6560000000001,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,207.0,141.0,107.4,49.68,66.0,1.1,3.44,2.34,2.65,0.9480000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.4,1.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.8,1.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.6,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.8,2.16,2.0,9.105,36.8975,27.7925,14.988499999999998,8.7636,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2.0,3.0,5.0,3.2732683535398857,-32.76428573073986,,,,,,,,,,0.04280732356022595,1.0,0.0,3.932303193565446,3.9271299999999982,3.9305787957102964,2.0089599888209304,2.0020809856096644,2.0065804129468425,3.495209127005373,2.8037172676926514,2.950094173733325,-36.634639033628126,22.212418969277522,30.651,54.91,20.59550646675362,13.30902822792275,12.145035669560905
